# of clients,CPU usage (%),Memory usage (bytes)
4501,0,314085376
4502,4.7,314085376
4503,0,314093568
4504,0,314441728
4505,4.7,314441728
4506,0,314449920
4507,0,314740736
4508,11,314744832
4509,0,314753024
4510,0,314753024
4511,0,315715584
4512,9.4,315715584
4513,0,315715584
4514,0,316211200
4515,3.1,316211200
4516,0,316211200
4517,0,316628992
4518,4.6,316633088
4519,0,316641280
4520,0,316641280
4521,6.3,316903424
4522,0,316903424
4523,0,316903424
4524,4.7,317444096
4525,0,317444096
4526,7.9,317399040
4527,6.3,317906944
4528,0,317906944
4529,6.2,317964288
4530,7.8,318455808
4531,0,318496768
4532,0,318496768
4533,28.2,312750080
4534,0,313466880
4535,0,314175488
4536,6.3,314904576
4537,0,314904576
4538,0,314953728
4539,4.7,314957824
4540,0,314957824
4541,0,314961920
4542,4.7,314982400
4543,0,315842560
4544,0,316203008
4545,4.7,316207104
4546,0,316358656
4547,0,316370944
4548,9.3,316399616
4549,0,313618432
4550,0,314343424
4551,6.3,315076608
4552,0,316252160
4553,4.7,316272640
4554,0,316297216
4555,0,316309504
4556,7.8,316391424
4557,0,316411904
4558,0,316448768
4559,6.3,317046784
4560,0,317399040
4561,0,317423616
4562,4.7,317902848
4563,0,317919232
4564,0,318185472
4565,6.2,318681088
4566,0,318685184
4567,3.1,318685184
4568,0,318685184
4569,0,319258624
4570,6.3,319258624
4571,0,319266816
4572,0,316866560
4573,0,317587456
4574,4.7,318377984
4575,0,320569344
4576,0,320692224
4577,4.7,320692224
4578,0,320847872
4579,0,320847872
4580,7.9,320856064
4581,0,320909312
4582,0,320913408
4583,3.1,320917504
4584,0,321282048
4585,0,321290240
4586,6.2,321290240
4587,0,321310720
4588,3.1,321994752
4589,0,322002944
4590,0,322023424
4591,4.7,321626112
4592,0,321634304
4593,0,321638400
4594,10.9,322621440
4595,0,322633728
4596,0,322641920
4597,6.3,318353408
4598,0,319082496
4599,7.8,319807488
4600,0,320532480
4601,10.9,320942080
4602,0,320966656
4603,3.1,321081344
4604,0,319774720
4605,0,320499712
4606,9.4,321232896
4607,0,321273856
4608,0,321273856
4609,7.8,321654784
4610,0,322777088
4611,4.7,322785280
4612,0,322785280
4613,0,323682304
4614,4.7,324448256
4615,0,324448256
4616,0,324448256
4617,6.3,325439488
4618,0,325439488
4619,0,325636096
4620,4.7,326053888
4621,0,326053888
4622,0,326053888
4623,10.8,325906432
4624,4.7,325906432
4625,0,326262784
4626,34.4,322650112
4627,0,322658304
4628,0,322670592
4629,6.2,323043328
4630,0,323051520
4631,0,323055616
4632,4.7,323076096
4633,0,319492096
4634,6.2,320229376
4635,0,320962560
4636,4.7,321568768
4637,0,321576960
4638,0,321597440
4639,9.3,322510848
4640,0,322523136
4641,6.3,322547712
4642,0,323403776
4643,3.1,323407872
4644,0,323440640
4645,0,322912256
4646,7.9,322920448
4647,0,322949120
4648,6.2,324276224
4649,0,324304896
4650,6.3,324337664
4651,0,325955584
4652,4.7,325955584
4653,0,325955584
4654,7.8,326582272
4655,0,326582272
4656,4.7,326586368
4657,0,326938624
4658,0,327282688
4659,4.7,327282688
4660,0,326696960
4661,7.9,326696960
4662,0,326696960
4663,32.8,327507968
4664,0,327520256
4665,0,327532544
4666,7.8,327540736
4667,0,327540736
4668,0,327544832
4669,7.8,327557120
4670,0,327782400
4671,0,327794688
4672,4.6,327802880
4673,0,328085504
4674,0,328089600
4675,4.7,328101888
4676,0,328388608
4677,0,328404992
4678,6.2,328421376
4679,0,327962624
4680,0,327966720
4681,4.6,327958528
4682,0,328704000
4683,6.3,328929280
4684,0,328941568
4685,0,328949760
4686,9.3,328552448
4687,0,328556544
4688,0,328921088
4689,0,328794112
4690,4.7,328806400
4691,0,328822784
4692,0,329850880
4693,4.7,329854976
4694,0,329854976
4695,7.8,329854976
4696,0,329854976
4697,0,329854976
4698,6.2,329854976
4699,0,330403840
4700,0,330403840
4701,9.4,330407936
4702,0,331329536
4703,4.7,331452416
4704,0,331464704
4705,0,327987200
4706,9.3,328732672
4707,0,329109504
4708,0,328962048
4709,6.2,329277440
4710,6.2,329957376
4711,0,329211904
4712,4.7,329510912
4713,0,329547776
4714,0,329584640
4715,6.3,329949184
4716,0,329949184
4717,0,330133504
4718,6.2,330498048
4719,0,330502144
4720,0,330510336
4721,3.1,329547776
4722,0,329547776
4723,6.2,329555968
4724,0,330063872
4725,0,330063872
4726,6.2,330084352
4727,0,330973184
4728,0,330977280
4729,0,330977280
4730,7.8,331370496
4731,0,331378688
4732,11,331378688
4733,0,331612160
4734,7.8,331616256
4735,0,331640832
4736,0,331669504
4737,7.8,332083200
4738,0,332099584
4739,6.3,332103680
4740,0,332677120
4741,6.3,332681216
4742,0,332681216
4743,0,333123584
4744,6.2,333123584
4745,0,333131776
4746,7.8,333586432
4747,0,333586432
4748,3.2,333574144
4749,0,334057472
4750,0,334057472
4751,7.9,334065664
4752,0,330407936
4753,9.5,330416128
4754,0,330432512
4755,4.7,330436608
4756,0,330444800
4757,0,330457088
4758,7.8,330715136
4759,0,330731520
4760,6.3,330731520
4761,0,326991872
4762,10.9,329420800
4763,0,329797632
4764,7.8,330031104
4765,0,330039296
4766,6.3,330047488
4767,6.2,331350016
4768,10.9,331362304
4769,0,331386880
4770,7.9,331927552
4771,14.1,332038144
4772,0,332038144
4773,0,332546048
4774,6.3,332546048
4775,0,332558336
4776,7.8,329506816
4777,0,330264576
4778,7.8,331014144
4779,0,333103104
4780,4.6,333103104
4781,0,333099008
4782,7.8,333709312
4783,7.8,333709312
4784,7.8,333709312
4785,0,333344768
4786,7.8,333344768
4787,0,333713408
4788,6.3,333836288
4789,0,333844480
4790,4.7,334221312
4791,0,334958592
4792,0,334372864
4793,35.9,334479360
4794,0,334491648
4795,6.2,335245312
4796,0,334888960
4797,6.2,334893056
4798,0,335278080
4799,7.8,335958016
4800,0,335966208
4801,7.7,335966208
4802,0,336261120
4803,0,336265216
4804,4.6,336277504
4805,0,336523264
4806,6.3,336531456
4807,0,336539648
4808,7.8,336539648
4809,0,336543744
4810,4.7,336576512
4811,0,332705792
4812,7.9,333455360
4813,0,334229504
4814,6.3,335343616
4815,0,335351808
4816,4.8,335380480
4817,0,336093184
4818,0,336097280
4819,6.3,336121856
4820,0,335761408
4821,6.2,335855616
4822,0,336240640
4823,7.9,337199104
4824,0,337207296
4825,12.6,337580032
4826,9.4,338825216
4827,0,338825216
4828,7.9,338829312
4829,0,338243584
4830,3.1,338243584
4831,0,338980864
4832,7.8,339529728
4833,0,336510976
4834,4.6,336883712
4835,0,336887808
4836,4.7,336900096
4837,0,336912384
4838,4.7,336912384
4839,0,336916480
4840,0,337305600
4841,11,337317888
4842,0,337342464
4843,4.6,337604608
4844,0,337616896
4845,0,337620992
4846,3.1,336875520
4847,0,336875520
4848,0,336875520
4849,10.9,333971456
4850,0,334729216
4851,9.3,335507456
4852,0,336084992
4853,0,336113664
4854,4.7,336125952
4855,0,336920576
4856,0,336945152
4857,4.7,336957440
4858,0,336973824
4859,0,336986112
4860,6.3,337010688
4861,0,337027072
4862,0,337043456
4863,6.2,337051648
4864,0,337063936
4865,0,337215488
4866,6.3,337240064
4867,0,338608128
4868,4.7,339800064
4869,0,339804160
4870,0,339804160
4871,6.3,340660224
4872,0,340660224
4873,0,340660224
4874,6.3,340381696
4875,0,340381696
4876,9.4,340381696
4877,0,336900096
4878,0,337661952
4879,31.3,333946880
4880,0,333963264
4881,6.2,333971456
4882,0,334356480
4883,9.4,334364672
4884,0,334385152
4885,6.2,334405632
4886,0,334409728
4887,3.2,334409728
4888,0,334434304
4889,4.7,334503936
4890,0,334503936
4891,0,334512128
4892,3.1,335118336
4893,0,335126528
4894,0,335134720
4895,6.3,335982592
4896,0,335994880
4897,0,335998976
4898,6.2,336371712
4899,0,336379904
4900,0,336388096
4901,4.7,336924672
4902,0,336936960
4903,0,336949248
4904,9.3,336314368
4905,0,336322560
4906,0,336338944
4907,9.4,336338944
4908,0,336359424
4909,4.7,336375808
4910,0,337154048
4911,0,337350656
4912,6.3,337367040
4913,0,338571264
4914,0,338247680
4915,4.6,338255872
4916,0,339017728
4917,7.8,336736256
4918,0,337125376
4919,0,337903616
4920,6.3,338870272
4921,0,338894848
4922,0,338911232
4923,4.7,338587648
4924,0,338599936
4925,0,338624512
4926,0,339410944
4927,4.7,339427328
4928,0,339456000
4929,37.5,340148224
4930,0,340529152
4931,3.1,340537344
4932,0,340549632
4933,0,340549632
4934,4.7,340549632
4935,0,340561920
4936,0,340897792
4937,4.7,340901888
4938,0,340910080
4939,0,341073920
4940,7.8,341086208
4941,0,341094400
4942,0,341733376
4943,0,341733376
4944,7.8,341745664
4945,0,338595840
4946,0,339386368
4947,7.8,340156416
4948,0,341180416
4949,0,341196800
4950,3.1,341598208
4951,0,341827584
4952,0,341852160
4953,7.9,341876736
4954,0,342142976
4955,3.1,342151168
4956,0,342167552
4957,0,342421504
4958,6.2,342433792
4959,0,342454272
4960,0,342720512
4961,4.7,342736896
4962,0,342757376
4963,0,342904832
4964,6.2,342904832
4965,0,342913024
4966,0,342933504
4967,6.2,340885504
4968,0,341700608
4969,0,343498752
4970,0,344514560
4971,4.8,344522752
4972,0,344903680
4973,7.8,345288704
4974,0,345288704
4975,0,338964480
4976,3,338972672
4977,0,339742720
4978,0,339759104
4979,7.9,339759104
4980,0,339759104
4981,0,340271104
4982,6.2,340279296
4983,0,340279296
4984,0,340287488
4985,7.9,340475904
4986,0,340480000
4987,0,340484096
4988,4.7,340668416
4989,0,340668416
4990,0,340684800
4991,4.7,340738048
4992,0,340746240
4993,0,340754432
4994,7.8,341233664
4995,0,341233664
4996,7.8,341233664
4997,0,336920576
4998,0,337694720
4999,4.7,338096128
5000,0,338706432
5001,0,338722816
5002,4.7,338743296
5003,0,339570688
5004,0,339591168
5005,4.6,339607552
5006,0,340111360
5007,0,340127744
5008,3.1,340140032
5009,0,340705280
5010,0,340733952
5011,1.5,340746240
5012,0,341184512
5013,0,342327296
5014,4.7,342704128
5015,0,342876160
5016,0,342876160
5017,6.3,342876160
5018,0,339423232
5019,0,340205568
5020,4.7,341004288
5021,0,341413888
5022,0,341782528
5023,7.8,341807104
5024,0,341827584
5025,31.3,340590592
5026,0,340598784
5027,0,340615168
5028,6.3,340615168
5029,0,340623360
5030,0,341016576
5031,4.7,341749760
5032,0,341762048
5033,0,341774336
5034,6.3,342036480
5035,0,342036480
5036,4.7,342040576
5037,0,342441984
5038,0,342454272
5039,3.2,342466560
5040,0,342716416
5041,0,342724608
5042,6.3,342732800
5043,0,343003136
5044,6.2,343011328
5045,0,343015424
5046,0,343347200
5047,9.4,343351296
5048,0,343359488
5049,0,340529152
5050,9.5,341340160
5051,0,342138880
5052,4.7,342425600
5053,0,342454272
5054,3.1,342470656
5055,0,342847488
5056,7.8,342872064
5057,0,342892544
5058,0,344891392
5059,4.7,344891392
5060,0,344891392
5061,0,344346624
5062,6.3,344616960
5063,0,345399296
5064,0,344748032
5065,4.7,344748032
5066,0,340885504
5067,7.8,341696512
5068,0,342515712
5069,6.2,342642688
5070,0,342675456
5071,6.3,342720512
5072,0,343425024
5073,0,343453696
5074,6.2,343490560
5075,0,343769088
5076,0,343801856
5077,1.5,343838720
5078,0,344199168
5079,0,344231936
5080,7.8,344268800
5081,0,344588288
5082,0,344616960
5083,9.4,344662016
5084,0,344686592
5085,0,342704128
5086,4.7,345128960
5087,0,345837568
5088,0,346169344
5089,7.8,346177536
5090,0,346185728
5091,0,346320896
5092,4.8,346329088
5093,0,346337280
5094,9.4,346931200
5095,0,346943488
5096,0,347336704
5097,10.9,344862720
5098,0,345268224
5099,6.3,346071040
5100,0,346406912
5101,9.4,348073984
5102,0,348102656
5103,0,345505792
5104,7.8,346337280
5105,0,347160576
5106,6.3,347869184
5107,0,347897856
5108,0,348356608
5109,6.3,348377088
5110,0,348405760
5111,0,348426240
5112,9.4,348930048
5113,0,348942336
5114,14,347480064
5115,0,345296896
5116,6.2,346095616
5117,0,346492928
5118,0,346955776
5119,4.7,346976256
5120,0,346992640
5121,0,346083328
5122,7.8,346087424
5123,0,346873856
5124,7.8,345825280
5125,0,346222592
5126,0,347013120
5127,0,346365952
5128,6.3,346763264
5129,0,347566080
5130,4.7,346746880
5131,0,347152384
5132,0,347955200
5133,3.1,346902528
5134,0,347312128
5135,3.1,348131328
5136,0,347443200
5137,0,347869184
5138,7.8,346136576
5139,0,346943488
5140,6.3,347758592
5141,0,348569600
5142,0,347938816
5143,3.1,348356608
5144,0,349167616
5145,0,348352512
5146,4.7,348774400
5147,0,349597696
5148,0,348626944
5149,4.7,349044736
5150,0,351027200
5151,0,348540928
5152,4.7,349360128
5153,0,350175232
5154,0,349487104
5155,6.3,349892608
5156,0,350703616
5157,0,350851072
5158,7.8,350863360
5159,0,349306880
5160,3.2,350101504
5161,0,350904320
5162,0,348286976
5163,0,349089792
5164,6.3,349921280
5165,0,350969856
5166,0,350986240
5167,4.7,350986240
5168,0,348815360
5169,3.2,349614080
5170,0,350425088
5171,0,351563776
5172,7.9,351563776
5173,0,351571968
5174,7.8,352223232
5175,0,352223232
5176,0,352235520
5177,12.5,352391168
5178,0,352391168
5179,0,352403456
5180,9.4,352432128
5181,0,352972800
5182,0,352980992
5183,7.8,353013760
5184,0,353574912
5185,6.2,353591296
5186,0,353607680
5187,0,353910784
5188,4.7,353931264
5189,0,351686656
5190,0,352493568
5191,7.8,353316864
5192,0,353726464
5193,11,355168256
5194,0,355168256
5195,0,355627008
5196,7.8,355627008
5197,7.8,355635200
5198,0,356098048
5199,12.6,356098048
5200,0,356102144
5201,0,356261888
5202,7.9,356261888
5203,0,356261888
5204,7.8,356716544
5205,0,356716544
5206,0,356716544
5207,7.7,353669120
5208,0,354484224
5209,9.4,355303424
5210,0,351641600
5211,3.2,352038912
5212,0,352051200
5213,6.3,352993280
5214,0,352997376
5215,7.8,353001472
5216,0,353009664
5217,0,353009664
5218,7.8,353009664
5219,0,353783808
5220,6.2,353792000
5221,0,353796096
5222,0,354111488
5223,6.3,354111488
5224,0,354111488
5225,0,354619392
5226,7.9,354619392
5227,0,354623488
5228,0,355033088
5229,4.6,355041280
5230,0,355471360
5231,0,356016128
5232,1.5,356016128
5233,0,356020224
5234,0,356487168
5235,6.2,356491264
5236,0,356491264
5237,0,356651008
5238,7.8,356659200
5239,0,356675584
5240,0,357220352
5241,4.7,357224448
5242,0,358154240
5243,0,358473728
5244,3.2,358473728
5245,0,354000896
5246,0,354820096
5247,4.7,355233792
5248,0,356573184
5249,6.3,356573184
5250,0,356589568
5251,32.8,352935936
5252,0,352976896
5253,0,353427456
5254,6.3,350588928
5255,0,351432704
5256,7.8,352280576
5257,0,353439744
5258,0,353480704
5259,7.7,353521664
5260,0,353902592
5261,0,353935360
5262,7.8,353968128
5263,0,354279424
5264,0,354365440
5265,4.7,354422784
5266,0,355495936
5267,0,355692544
5268,6.2,355729408
5269,0,356638720
5270,0,356638720
5271,4.7,356638720
5272,0,354394112
5273,0,354811904
5274,6.3,355639296
5275,0,356519936
5276,0,356937728
5277,4.7,356958208
5278,0,357376000
5279,0,357392384
5280,7.8,357408768
5281,0,357601280
5282,0,358739968
5283,9.4,358739968
5284,0,359145472
5285,7.8,359145472
5286,0,359776256
5287,6.3,359776256
5288,0,359776256
5289,0,360333312
5290,6.2,360333312
5291,0,360333312
5292,0,356794368
5293,6.3,357638144
5294,0,358461440
5295,0,358555648
5296,6.3,358576128
5297,0,359014400
5298,0,359034880
5299,3.1,359063552
5300,0,359485440
5301,0,357543936
5302,4.7,357552128
5303,0,357953536
5304,0,358780928
5305,6.3,358785024
5306,0,358789120
5307,0,359108608
5308,6.2,359112704
5309,0,359124992
5310,0,359448576
5311,9.3,359448576
5312,0,359469056
5313,0,359804928
5314,4.7,359809024
5315,0,359821312
5316,0,360251392
5317,7.8,360271872
5318,0,360292352
5319,0,360710144
5320,6.3,360738816
5321,0,360751104
5322,0,361205760
5323,4.6,361205760
5324,0,361218048
5325,7.9,361594880
5326,0,361607168
5327,0,361918464
5328,6.2,361922560
5329,0,361922560
5330,0,362098688
5331,4.7,362115072
5332,0,362938368
5333,0,363454464
5334,6.2,363454464
5335,0,363454464
5336,0,359374848
5337,7.9,360206336
5338,0,361037824
5339,0,363741184
5340,4.6,363741184
5341,0,363741184
5342,0,364228608
5343,3.1,364425216
5344,0,364425216
5345,0,364941312
5346,7.9,364941312
5347,0,357421056
5348,0,358252544
5349,7.8,359084032
5350,0,356388864
5351,0,357232640
5352,6.2,358068224
5353,0,358809600
5354,0,358817792
5355,3.1,358838272
5356,0,359583744
5357,0,359600128
5358,6.3,359616512
5359,0,359862272
5360,0,359878656
5361,4.6,359907328
5362,0,360198144
5363,0,360214528
5364,0,360243200
5365,3.1,360599552
5366,0,360833024
5367,0,357953536
5368,3.1,358785024
5369,0,359628800
5370,9.4,360570880
5371,0,360587264
5372,6.2,360620032
5373,0,361046016
5374,0,361078784
5375,4.6,361099264
5376,0,361570304
5377,6.2,361594880
5378,0,362192896
5379,0,362192896
5380,4.7,362217472
5381,0,363900928
5382,0,363900928
5383,4.7,363900928
5384,0,363601920
5385,0,363601920
5386,4.7,363606016
5387,0,364515328
5388,0,364515328
5389,9.3,364949504
5390,0,364953600
5391,0,364957696
5392,4.7,365527040
5393,0,365531136
5394,0,365531136
5395,6.2,366067712
5396,0,366071808
5397,0,367108096
5398,6.2,367161344
5399,0,367165440
5400,7.8,367169536
5401,0,367173632
5402,0,367190016
5403,6.3,367599616
5404,0,367603712
5405,0,367611904
5406,0,367611904
5407,7.8,367624192
5408,0,367632384
5409,0,367636480
5410,6.2,367644672
5411,0,367845376
5412,6.3,367849472
5413,0,367849472
5414,0,368185344
5415,4.7,368189440
5416,0,368193536
5417,0,368709632
5418,6.3,368709632
5419,0,368709632
5420,3.1,369258496
5421,0,369258496
5422,9.4,369704960
5423,0,369704960
5424,0,369704960
5425,6.3,369704960
5426,0,369704960
5427,7.8,369704960
5428,0,365019136
5429,12.5,365989888
5430,0,366825472
5431,6.3,367820800
5432,0,367820800
5433,0,367820800
5434,6.3,368320512
5435,0,368320512
5436,0,368738304
5437,12.4,369299456
5438,0,369299456
5439,9.4,369651712
5440,0,369651712
5441,6.2,369651712
5442,0,370171904
5443,0,370593792
5444,6.3,370597888
5445,0,367026176
5446,7.8,367898624
5447,0,369205248
5448,9.4,369238016
5449,0,365875200
5450,6.3,366301184
5451,0,366313472
5452,0,366317568
5453,6.2,366317568
5454,9.4,366333952
5455,0,366755840
5456,0,366764032
5457,7.8,362946560
5458,0,363794432
5459,0,364642304
5460,6.2,365965312
5461,0,365977600
5462,0,368050176
5463,0,369065984
5464,6.2,369102848
5465,0,369127424
5466,0,369537024
5467,4.7,369537024
5468,0,370008064
5469,0,370012160
5470,4.6,370016256
5471,0,370364416
5472,0,370372608
5473,6.2,370388992
5474,0,371171328
5475,0,371179520
5476,9.3,371191808
5477,0,371617792
5478,0,371646464
5479,4.7,368635904
5480,0,369520640
5481,4.7,370380800
5482,0,371662848
5483,0,372961280
5484,4.7,372961280
5485,0,373071872
5486,0,373071872
5487,7.7,373538816
5488,0,373538816
5489,0,373542912
5490,6.3,374005760
5491,0,374009856
5492,0,374431744
5493,7.8,374943744
5494,0,374951936
5495,0,370978816
5496,7.9,371556352
5497,0,372400128
5498,7.8,371970048
5499,0,371970048
5500,0,372396032
5501,12.4,372654080
5502,0,372658176
5503,0,368365568
5504,6.3,369225728
5505,0,370106368
5506,0,370987008
5507,7.9,370995200
5508,0,370999296
5509,0,371232768
5510,7.8,371253248
5511,0,371269632
5512,0,371740672
5513,6.2,371744768
5514,0,371875840
5515,0,371884032
5516,4.7,371912704
5517,0,373239808
5518,0,373248000
5519,7.8,373280768
5520,0,372989952
5521,0,373002240
5522,6.2,373018624
5523,0,373030912
5524,0,373047296
5525,9.4,371621888
5526,0,372490240
5527,4.7,373366784
5528,0,373813248
5529,0,375013376
5530,4.7,375635968
5531,0,375635968
5532,0,375644160
5533,7.8,376107008
5534,0,376115200
5535,7.8,376123392
5536,0,376573952
5537,0,376573952
5538,9.3,376369152
5539,0,376369152
5540,0,376369152
5541,7.8,377147392
5542,0,377147392
5543,4.7,377147392
5544,0,377319424
5545,0,377319424
5546,43.8,376762368
5547,0,376778752
5548,4.6,376786944
5549,0,376799232
5550,0,376811520
5551,3.1,376819712
5552,0,376832000
5553,0,376844288
5554,4.7,376844288
5555,0,376848384
5556,7.8,376860672
5557,0,376864768
5558,0,376864768
5559,4.7,376872960
5560,0,377339904
5561,0,377364480
5562,6.2,376782848
5563,0,376786944
5564,7.9,376799232
5565,0,377384960
5566,0,377393152
5567,6.3,377401344
5568,0,377520128
5569,0,377536512
5570,6.2,378363904
5571,0,378376192
5572,0,378396672
5573,6.1,378425344
5574,0,378449920
5575,0,378466304
5576,7.9,378572800
5577,0,378572800
5578,0,379576320
5579,12.6,379576320
5580,0,379576320
5581,7.8,380035072
5582,0,380039168
5583,0,380043264
5584,6.3,380465152
5585,0,380473344
5586,6.3,379731968
5587,0,379736064
5588,0,379748352
5589,9.4,380592128
5590,0,380600320
5591,0,380604416
5592,7.8,380747776
5593,0,380747776
5594,9.4,381624320
5595,0,381624320
5596,0,381628416
5597,6.3,382144512
5598,0,382144512
5599,0,382144512
5600,36,380047360
5601,0,380051456
5602,4.7,380051456
5603,0,380051456
5604,7.8,380063744
5605,0,379211776
5606,4.8,379224064
5607,0,379670528
5608,0,380223488
5609,9.3,380641280
5610,0,380645376
5611,0,381218816
5612,6.3,381583360
5613,0,376475648
5614,0,377352192
5615,6.2,378228736
5616,0,378765312
5617,6.3,378785792
5618,0,378802176
5619,0,379244544
5620,4.6,379260928
5621,0,379699200
5622,0,379715584
5623,6.2,379731968
5624,0,379838464
5625,0,380940288
5626,7.7,380940288
5627,0,381521920
5628,6.2,381521920
5629,0,382050304
5630,0,382189568
5631,9.3,380645376
5632,0,379588608
5633,9.4,380473344
5634,0,380923904
5635,7.9,381530112
5636,0,381603840
5637,0,382500864
5638,7.8,382836736
5639,0,382857216
5640,6.3,383328256
5641,0,384081920
5642,0,384106496
5643,6.2,384131072
5644,0,380641280
5645,0,381517824
5646,9.4,382390272
5647,0,382013440
5648,9.4,382013440
5649,0,382468096
5650,0,381087744
5651,6.2,381972480
5652,0,382877696
5653,0,383590400
5654,6.2,383594496
5655,0,383963136
5656,6.2,383987712
5657,0,384000000
5658,0,384286720
5659,6.3,384315392
5660,0,384327680
5661,0,384524288
5662,9.4,384532480
5663,0,384552960
5664,0,384921600
5665,6.2,384946176
5666,0,385220608
5667,9.4,385241088
5668,0,385261568
5669,0,383565824
5670,7.8,384454656
5671,0,384905216
5672,0,385245184
5673,10.9,385265664
5674,0,384507904
5675,10.9,385626112
5676,0,386068480
5677,0,387133440
5678,6.3,387133440
5679,0,387645440
5680,4.7,387645440
5681,0,387645440
5682,0,387284992
5683,10.9,387289088
5684,0,387731456
5685,0,388616192
5686,6.3,388640768
5687,0,388665344
5688,0,386576384
5689,7.8,387022848
5690,0,386879488
5691,0,386899968
5692,4.8,387366912
5693,0,388333568
5694,9.4,388349952
5695,0,388153344
5696,4.7,388169728
5697,0,388169728
5698,7.8,388173824
5699,0,388186112
5700,9.3,388521984
5701,0,388526080
5702,7.8,388534272
5703,0,389124096
5704,0,389140480
5705,7.8,389144576
5706,0,389337088
5707,0,389341184
5708,9.4,389353472
5709,0,389656576
5710,0,389660672
5711,6.1,390356992
5712,7.9,390369280
5713,0,390381568
5714,0,390586368
5715,7.9,390586368
5716,0,391749632
5717,0,391757824
5718,4.7,391770112
5719,0,391995392
5720,0,392011776
5721,3.1,392024064
5722,0,392196096
5723,0,393158656
5724,9.5,386985984
5725,0,387895296
5726,11,388788224
5727,0,389296128
5728,0,389300224
5729,6.2,389320704
5730,0,389771264
5731,0,389791744
5732,7.8,390721536
5733,0,390737920
5734,0,390758400
5735,9.4,391225344
5736,0,391229440
5737,4.7,391258112
5738,0,391688192
5739,0,391712768
5740,7.7,389877760
5741,0,390782976
5742,0,391680000
5743,7.9,392577024
5744,0,392605696
5745,11,392630272
5746,0,393003008
5747,12.4,393035776
5748,0,392052736
5749,9.3,392695808
5750,0,392749056
5751,7.8,387850240
5752,0,388755456
5753,0,389771264
5754,7.8,390217728
5755,0,390225920
5756,0,390672384
5757,6.3,390676480
5758,0,390701056
5759,0,390828032
5760,6.3,390848512
5761,0,390873088
5762,0,391274496
5763,6.2,391294976
5764,0,391450624
5765,6.2,391467008
5766,0,391495680
5767,0,391872512
5768,4.7,391888896
5769,0,391917568
5770,0,390389760
5771,6.3,391294976
5772,0,392359936
5773,7.9,392376320
5774,0,392400896
5775,0,392822784
5776,3.1,392843264
5777,0,392880128
5778,0,393003008
5779,7.9,394137600
5780,0,395051008
5781,0,395051008
5782,4.7,395051008
5783,0,395567104
5784,6.2,395567104
5785,0,396009472
5786,4.7,396013568
5787,0,396029952
5788,0,391888896
5789,10.9,392802304
5790,0,393707520
5791,0,394403840
5792,4.7,394412032
5793,0,394436608
5794,0,396177408
5795,32.8,394031104
5796,0,394051584
5797,11,394063872
5798,0,394063872
5799,6.3,394072064
5800,0,394092544
5801,0,394395648
5802,9.4,394399744
5803,0,395042816
5804,0,395046912
5805,6.3,395063296
5806,0,391790592
5807,0,393351168
5808,7.8,394260480
5809,0,394715136
5810,0,394723328
5811,7.9,394768384
5812,0,394768384
5813,0,394797056
5814,6.2,395288576
5815,0,395288576
5816,6.2,395546624
5817,0,395563008
5818,0,395583488
5819,7.9,395935744
5820,0,395956224
5821,7.9,395984896
5822,0,396484608
5823,0,396505088
5824,6.2,393273344
5825,0,394199040
5826,0,396480512
5827,10.9,397320192
5828,0,397320192
5829,7.8,397766656
5830,0,398016512
5831,0,398020608
5832,7.9,399069184
5833,0,399069184
5834,0,399077376
5835,9.3,399765504
5836,0,399765504
5837,11,400224256
5838,0,400224256
5839,0,400224256
5840,6.2,401301504
5841,0,401301504
5842,0,401301504
5843,6.2,401608704
5844,0,401608704
5845,0,402698240
5846,6.2,402698240
5847,0,402698240
5848,4.7,403091456
5849,0,403107840
5850,37.5,394342400
5851,0,395255808
5852,0,396169216
5853,6.2,393981952
5854,0,394903552
5855,6.2,396095488
5856,0,396111872
5857,0,396136448
5858,6.3,396402688
5859,0,396402688
5860,7.8,396427264
5861,0,396627968
5862,7.8,396668928
5863,0,396914688
5864,6.3,396922880
5865,0,396951552
5866,0,397221888
5867,6.2,397221888
5868,0,397905920
5869,15.7,397918208
5870,0,397930496
5871,6.2,398143488
5872,0,398147584
5873,0,398499840
5874,7.9,398520320
5875,0,398536704
5876,0,398721024
5877,4.6,398733312
5878,0,400105472
5879,0,400109568
5880,4.7,400109568
5881,0,400965632
5882,7.8,400969728
5883,0,400977920
5884,0,401387520
5885,6.2,401387520
5886,0,401387520
5887,0,398692352
5888,6.2,399613952
5889,0,400551936
5890,0,400576512
5891,4.7,400609280
5892,0,401457152
5893,9.3,402829312
5894,0,403021824
5895,9.3,403050496
5896,0,403075072
5897,7.8,401195008
5898,0,401231872
5899,0,401842176
5900,6.3,401846272
5901,0,401854464
5902,36,383283200
5903,0,383692800
5904,0,383696896
5905,7.8,383696896
5906,0,383717376
5907,7.7,384036864
5908,0,384045056
5909,0,384057344
5910,7.8,384262144
5911,0,384270336
5912,0,384274432
5913,7.8,384516096
5914,0,384524288
5915,6.3,373424128
5916,0,374333440
5917,0,375246848
5918,9.4,376098816
5919,0,376553472
5920,7.8,377159680
5921,0,377163776
5922,4.7,377167872
5923,0,377311232
5924,7.8,377327616
5925,0,377475072
5926,0,377475072
5927,9.4,377475072
5928,0,377978880
5929,10.9,378839040
5930,0,378843136
5931,0,375795712
5932,9.3,376729600
5933,0,377872384
